id,resturant_name,menu_item,item_description
137,Subway,Sweet Onion Chicken Teriyaki,"The amazing Sweet Onion Chicken Teriyaki protein bowl carries its weight in deliciousness. It starts light with a veggie delight of lettuce, spinach, tomatoes, cucumbers, green peppers, black olives, and red onions, but then here come the big, heavy hitters—the juicy, grilled chicken strips topped with our Sweet Onion Teriyaki sauce. It’s all that, and more."
138,Subway,Tuna,"How much tuna? A Footlong’s worth of tuna, that’s how much. Enjoy your go-to protein, 100% wild caught tuna, mixed with mayo on top of a bed of fresh lettuce with your choice of veggies. That’s a tuna Protein Bowl."
139,Subway,Veggie Patty,"When you’re in the mood for a satisfying veggie meal, our Veggie Patty bowl with all the delicious vegetables you want is just the thing."
140,Subway,Black Forest Ham,"The Black Forest Ham wrap is packed with a double portion of ham, lettuce, spinach, tomatoes, cucumbers, green peppers and red onions. Definitely delish."
141,Subway,Buffalo Chicken,"A wrap that’s not afraid to be bold. We start with a Footlong portion of grilled chicken, adding just the right amount of Frank's RedHot® Buffalo sauce. Then we cut the heat with crisp lettuce, tomatoes and cucumbers, and roll it all up in a wrap. Frank’s RedHot® is a registered trademark of McCormick & Co. and used under license by Subway Franchisee Advertising Fund Trust Ltd. ®/© Subway IP LLC 2021."
142,Subway,B.L.T.,"Simply delicious! This classic on a wrap, is filled with a double portion of our crispy hickory smoked bacon and finished off with lettuce, juicy tomatoes, and mayo."
143,Subway,Cold Cut Combo®,"Can’t decide what kind of meat you want? Get three at once on a delicious wrap. Stacked with a double portion of turkey-based meats including ham, salami, and bologna. Enjoy it with lettuce, tomatoes, cucumbers, green peppers, and red onions."
144,Subway,Grilled Chicken,"When you want to be 100% satisfied, this wrap delivers. Tender grilled chicken, with fresh veggies like lettuce, spinach, tomatoes, cucumbers, green peppers and red onions in a wrap."
145,Subway,Italian B.M.T. ®,"The Italian B.M.T.® tastes great on a wrap. It's filled with a double portion of Genoa salami, spicy pepperoni, and Black Forest ham topped with lettuce, tomatoes, cucumbers, green peppers, and red onions. So tasty."
146,Subway,Meatball Marinara,"Our Meatball Marinara wrap is a double portion of Italian-style meatballs in irresistible marinara sauce, with Parmesan cheese, in a wrap. Get yourself one."
147,Subway,Oven Roasted Turkey,"Our Oven Roasted Turkey Wrap is a go-to. It's a footlong portion of our premium, thin-sliced, oven roasted turkey, with fresh veggies like lettuce, tomatoes, spinach, cucumbers, green peppers and red onions, all served up in a wrap."
148,Subway,Oven Roasted Turkey & Ham,"Take a bite of this wrap filled with a footlong portion of our tender, thin-sliced oven roasted turkey and tasty Black Forest ham. Top it with lettuce, spinach, tomatoes, cucumbers, green peppers and red onions. It’s simply delicious."
149,Subway,Roast Beef,"Choice Angus Roast Beef brings the premium flavor, with fresh veggies, such as lettuce, spinach, tomatoes, cucumbers, green peppers, and red onions in a wrap."
150,Subway,Rotisserie-Style Chicken,"A generous portion of juicy rotisserie-style chicken with fresh lettuce, spinach, tomatoes, cucumbers, green peppers and red onions. Served in a wrap."
151,Subway,Spicy Italian,"Feeling spicy? Grab a Spicy Italian wrap. It's a double portion of spicy pepperoni and Genoa salami. Topped with lettuce, tomatoes, cucumbers, green peppers and red onions…it's a pretty delicious meal."
152,Subway,Steak & Cheese,"Our Steak & Cheese wrap is a double portion of shaved steak, wrapped up with melty American cheese. Get crazy with veggies and sauces to make it what you want."
153,Subway,Sweet Onion Chicken Teriyaki,"Packed with flavor and texture, the sweet and tangy Sweet Onion Chicken Teriyaki wrap cannot be kept under wraps. Dig into a classic combination of juicy chicken strips marinated in our Sweet Onion Teriyaki sauce, with lettuce, spinach, tomatoes, cucumbers, green peppers and red onions topped with more of our Sweet Onion Teriyaki Sauce and piled into our tasty wrap. One bite and you’ll want to tell the world about it."
154,Subway,Tuna,Our tasty Tuna Wrap is completely cravable. It has a double serving of 100% wild caught tuna mixed with mayo in a wrap. Then it gets topped with any crunchy veggies you want.
155,Subway,Veggie Delite®,"The Veggie Delite® wrap has a double portion of the fresh veggies you love. All wrapped in a flavorful wrap with lettuce, tomatoes, spinach, green peppers, cucumbers, and red onions. It's one bold, crunchy flavor combo."
156,Subway,Veggie Patty,"What’s better than a wrap filled with not one, but two of our flavor packed Veggie Patties, lettuce, baby spinach, tomatoes, cucumbers, green peppers, and red onions."
157,Subway,"Bacon, Egg & Cheese","Start your day in a sizzlin' way with  bacon, egg, and melty cheese on freshly toasted flatbread (or whatever you like). Pile on your favorite veggies and sauce. Start the day right."
158,Subway,"Bacon, Egg & Cheese Wrap","Start your day in a sizzlin' way with a wrap filled with American cheese, delicious eggs and crispy hickory smoked bacon."
159,Subway,"Black Forest Ham, Egg & Cheese","Enjoy savory Black Forest ham, melted cheese, and egg -  all on your favorite bread. Add your choice of veggies for a tasty way to start the day. Hello, delicious."
160,Subway,"Black Forest Ham, Egg & Cheese Wrap",Helllooo delicious! Enjoy a wrap filled with American cheese and a double portion of savory Black Forest ham and egg. What a tasty way to start the day!
161,Subway,Egg & Cheese,A classic for a reason. Our Egg and Cheese is simply delicious. Enjoy a fluffy egg with melted cheese. Try it toasted - It's unbeatable.
162,Subway,Egg & Cheese Wrap,"A classic for a reason, now available on a wrap. Enjoy with American Cheese and a double portion of fluffy egg."
163,Subway,"Steak, Egg & Cheese","No matter what side of the bed you wake up on, you’ll love this. Yummy egg  with tender and delicious steak covered in melty cheese. That's one beautiful breakfast."
164,Subway,"Steak, Egg & Cheese Wrap","No matter what side of the bed you wake up on, you'll love this. Enjoy American cheese and a double portion of egg and tender shaved steak on a delicious wrap. Oh, what a beautiful breakfast."
165,Subway,Black Forest Ham,"The Black Forest Ham salad is a flavorful way to enjoy a Subway® favorite. Sliced ham, lettuce, and a pile of your favorite veggies - all tossed with your choice of dressing."
166,Subway,Buffalo Chicken,"Grilled chicken topped with Frank's RedHot® Buffalo sauce, with lettuce, spinach, tomatoes, cucumbers, green peppers, black olives and red onions. A drizzle of peppercorn ranch dressing cools the spice. Very nice. Frank’s RedHot® is a registered trademark of McCormick & Co. and used under license by Subway Franchisee Advertising Fund Trust Ltd. ®/© Subway IP LLC 2021."
167,Subway,B.L.T.,"Savory hickory smoked bacon. Crisp lettuce. Ripe tomatoes. All mixed with Spinach, crunchy cucumbers, sweet green peppers, black olives, and zesty red onions."
168,Subway,Cold Cut Combo®,"The Cold Cut Combo® salad has ham, salami, and bologna (all turkey-based) tossed together with crisp lettuce and your favorite veggies. Mix it up with whatever dressing you love best."
169,Subway,Grilled Chicken,"Beautiful in its simplicity. Tender grilled chicken on a bed of fresh lettuce topped with tomatoes, red onions, baby spinach, cucumbers, green peppers and black olives. Perfection."
170,Subway,Italian B.M.T. ®,"The Italian B.M.T. ® salad is the salad version of our popular sub. Crisp greens topped with Genoa salami, spicy pepperoni, and Black Forest ham. Meaty deliciousness, all in a salad."
171,Subway,Meatball Marinara,"The Meatball Marinara salad is the ultimate cravings crusher. Hot Italian-style meatballs in marinara sauce and a sprinkle of Parmesan cheese, all sitting on top of your favorite greens and veggies. Yes!"
172,Subway,Oven Roasted Turkey,"The Oven Roasted Turkey Salad is a go-to salad choice. Our premium, thin-sliced oven roasted turkey, tossed together with lettuce, crunchy veggies and whatever dressing does it for you. Simply the best."
173,Subway,Oven Roasted Turkey & Ham,"Thin-sliced oven roasted turkey and Black Forest ham with crisp lettuce, tender spinach and many more of your favorite veggies."
174,Subway,Roast Beef,Level up your salad with NEW Choice Angus Roast Beef and a whole lot of crisp veggies.
175,Subway,Rotisserie-Style Chicken,"Juicy rotisserie-style chicken is mixed with fresh lettuce, baby spinach, tomatoes, cucumbers and other veggies of your choosing. We’ll even let you choose your dressing. We’re good like that."
176,Subway,Spicy Italian,"Our Spicy Italian salad  is a combo of pepperoni and Genoa salami. Basically, the ideal Italian sub, but transformed into a salad. Genius, right?"
177,Subway,Steak & Cheese,"The Steak & Cheese salad starts with crisp greens, but gets to the next level with warm, delicious steak topped with cheese. Dreams do come true."
178,Subway,Sweet Onion Chicken Teriyaki,"The Sweet Onion Chicken Teriyaki salad has so much flavor that it may turn into your go-to meal. It starts with crunchy veggies—lettuce, spinach, tomatoes, cucumbers, green peppers, black olives, and red onions followed by our juicy, grilled chicken strips that are topped with our delicious Sweet Onion Teriyaki Sauce. It’s one sweet and tangy tasting salad."
179,Subway,Tuna,"Our Tuna salad is simply delish. 100% wild caught tuna mixed with mayo, riding high on top of a bed of crisp lettuce and veggies. Classic for a reason."
180,Subway,Veggie Delite®,"Enjoy the simpler things? The Veggie Delite® salad is simply delish. A pile of your favorite veggies, finished with the dressing of your choice. Crisp. Delicious. All for you."
181,Subway,Veggie Patty,"A delicious veggie patty mixed with lettuce, spinach, ripe tomatoes, cucumbers, green peppers, zesty red onions and black olives."
182,Subway,1% Low Fat Milk,"As delicious as our sandwiches are, they are even better when paired with the perfect side and drink or even adding a little something extra. With such a variety to choose from, there's truly something for every taste."
183,Subway,Coca-Cola® Classic,"Crisp, refreshing, original taste."
184,Subway,Dasani® Water,"As delicious as our sandwiches are, they are even better when paired with the perfect side and drink or even adding a little something extra. With such a variety to choose from, there's truly something for every taste."
185,Subway,Honest Kids® Super Fruit Punch,"Grape, strawberry, apple, watermelon juices and other ingredients unite to truly pack a punch.USDA organic certified. Sweetened only with fruit juice. No added sugar. No artificial sweeteners. No high fructose corn syrup. Gluten free. No GMOs."
186,Subway,Simply Orange®,"100% pure-squeezed, pasteurized orange juice."
187,Subway,Sprite®,"Cool, crisp lemon-lime taste that’s caffeine free with 100% natural flavors.A lemon-lime soda with 100% natural flavors."
188,Subway,vitamin water® XXX,"Delicious taste of açai-blueberry-pomegranate flavor with other natural flavors.Vitamin and nutrient-enhanced water beverage with electrolytes and other good stuff.With three types of antioxidants to help fight free radicals: vitamin-a, vitamin-c and selenium. plus a great source of vitamin b5, vitamin b6, and vitamin b12."
189,Subway,Gatorade® Cool Blue,The thirst quenching taste of cool blue raspberry to rehydrate and help maximize your performance.
190,Subway,GoGo squeeZ® Apple Apple,"GoGo squeeZ® applesauce pouches are a yummy, nutritious snack made from 100% fruit, no sugar added* and no artificial anything. With a resealable cap, GoGo squeeZ® fruit on the go can be enjoyed wherever life takes you.*Not a Low Calorie Food. Contains 13g of sugar and 70 calories."
191,Subway,Chocolate Chip,"One bite of our Chocolate Chip Cookie and you may just find the sudden urge to order 2, 3… maybe 6. It has semi-sweet chocolate chips, vanilla and other natural flavors folded into buttery cookie dough. It’s waiting to be devoured, just don’t say we didn’t warn you!"
192,Subway,Oatmeal Raisin,"Our Oatmeal Raisin Cookie is perfectly soft and chewy making it a must have with your order. Rolled oats, molasses, real California Raisins and just the right touch of cinnamon—all mixed and baked for the perfect treat any time of the day, including breakfast, because it’s oatmeal."
193,Subway,Raspberry Cheesecake,"Hold the silverware, because our Raspberry Cheesecake Cookie is a hands-on experience. Sweet raspberry flavored pieces, white chips and just the right amount of cream cheese are mixed together to bake the perfect cookie. So go ahead, dive right into this delicious treat and leave the silverware aside."
194,Subway,White Chip Macadamia Nut,"Our delectable White Chocolate Macadamia Cookie is anything but cookie cutter. That’s because it has a generous amount of tasty ingredients: white chips, macadamia nuts, vanilla and other natural flavors mixed together to prepare a delightfully rich and nutty taste in a cookie. Go ahead and go nuts!"
195,Subway,Baked Lay's® Original,"SNACK A LITTLE SMARTER™️ with Baked LAY’S®️ Potato Chips. It’s the LAY’S®️ chip you love, just Baked. Perfectly paired with your favorite Subway sandwich."
196,Subway,DORITOS® Nacho Cheese,"The iconic bold and intense cheesiness of Doritos® Nacho Cheese Flavored Tortilla Chips. Doritos® flavors ignite adventure and inspire action. Are you ready? If so, crunch on."
