id,restaurant_name,menu_item,Calories,Carbs,Protein,Fat,restaurant_id
383,Cracker Barrel Old Country Store,Biscuit Beignets,610,77,7,29,2
384,Cracker Barrel Old Country Store,Peach Tea,160,41,0,0,2
385,Cracker Barrel Old Country Store,Orange Juice (Large),220,51,3,0,2
386,Cracker Barrel Old Country Store,Sprite,248,65,0,0,2
387,Cracker Barrel Old Country Store,Southern Half n' Half,130,34,0,0,2
388,Cracker Barrel Old Country Store,Apple Juice (Large),228,56,1,0,2
389,Cracker Barrel Old Country Store,Freshly Brewed Premium Coffee,2,0,0,0,2
390,Cracker Barrel Old Country Store,Chocolate Milk,400,52,14,16,2
391,Cracker Barrel Old Country Store,Whole Milk,298,22,16,16,2
392,Cracker Barrel Old Country Store,Freshly Brewed Sweet Iced Tea,120,31,0,0,2
393,Cracker Barrel Old Country Store,Old-Fashioned Lemonade,420,103,0,0,2
394,Cracker Barrel Old Country Store,Ginger Ale,124,32,0,0,2
395,Cracker Barrel Old Country Store,Lemonade (Half Gallon),440,114,0,0,2
396,Cracker Barrel Old Country Store,Freshly Brewed Unsweetened Iced Tea,0,0,0,0,2
397,Cracker Barrel Old Country Store,Southern Half n' Half (Half Gallon),440,116,0,0,2
398,Cracker Barrel Old Country Store,Coca-Cola®,310,86,0,0,2
399,Cracker Barrel Old Country Store,Coca-Cola® Zero Sugar,0,0,0,0,2
400,Cracker Barrel Old Country Store,Freshly Brewed Premium Decaf Coffee,0,0,0,0,2
401,Cracker Barrel Old Country Store,Diet Coke,0,0,0,0,2
402,Cracker Barrel Old Country Store,Cherry Coke,400,108,0,0,2
403,Cracker Barrel Old Country Store,Dr Pepper,400,104,0,0,2
404,Cracker Barrel Old Country Store,Mello Yello,290,76,0,0,2
405,Cracker Barrel Old Country Store,Skim Milk,83,12,8,0,2
406,Cracker Barrel Old Country Store,Reduced-Fat Milk,120,12,8,5,2
407,Cracker Barrel Old Country Store,100% Pure Florida Orange Juice (Half Gallon),800,192,10,0,2
408,Cracker Barrel Old Country Store,Freshly Brewed Sweet Iced Tea (Half Gallon),400,100,0,0,2
409,Cracker Barrel Old Country Store,Freshly Brewed Unsweetened Iced Tea (Half Gallon),0,0,0,0,2
410,Cracker Barrel Old Country Store,Bottled Root Beer,160,42,0,0,2
411,Cracker Barrel Old Country Store,Merry Berry Tea,120,31,0,0,2
412,Cracker Barrel Old Country Store,Merry Berry Tea (Half Gallon),400,100,0,0,2
413,Cracker Barrel Old Country Store,Extras,150,30,4,2,2
414,Cracker Barrel Old Country Store,Silverware,0,0,0,0,2
415,Starbucks,"Sausage, Cheddar & Egg Sandwich",480,36,28,26,3
416,Starbucks,Starbucks® Cold Brew Coffee,5,0,0,0,3
417,Starbucks,Iced Brown Sugar Oatmilk Shaken Espresso,120,20,2,3,3
418,Starbucks,"Double-Smoked Bacon, Cheddar & Egg Sandwich",540,50,20,30,3
419,Starbucks,Butter Croissant,240,26,5,14,3
420,Starbucks,Chocolate Croissant,340,40,5,18,3
421,Starbucks,"Bacon, Sausage & Egg Wrap",650,51,34,35,3
422,Starbucks,"Spinach, Feta & Egg White Wrap",290,33,20,10,3
423,Starbucks,Tomato & Mozzarella on Focaccia,350,43,15,15,3
424,Starbucks,Iced Shaken Espresso,100,19,3,1,3
425,Starbucks,Impossible™ Breakfast Sandwich,430,36,22,23,3
426,Starbucks,Iced Caffè Americano,15,3,1,0,3
427,Starbucks,Strawberry Açaí Starbucks Refreshers® Beverage,90,22,0,0,3
428,Starbucks,"Turkey, Provolone & Pesto on Ciabatta",500,45,30,22,3
429,Starbucks,Crispy Grilled Cheese on Sourdough,580,50,23,31,3
430,Starbucks,Pink Drink Starbucks Refreshers® Beverage,140,27,1,2.5,3
431,Starbucks,Iced Matcha Tea Latte,240,34,12,7,3
432,Starbucks,Iced Sugar Cookie Almondmilk Latte,150,28,2,4,3
433,Starbucks,Iced Caramel Macchiato,250,33,10,7,3
434,Starbucks,"Bacon, Gouda & Egg Sandwich",360,33,19,18,3
435,Starbucks,"Sausage, Cheddar & Egg Sandwich",500,29,28,28,3
436,Starbucks,Chocolate Croissant,380,50,7,19,3
437,Starbucks,Starbucks® Cold Brew Coffee,5,0,0,0,3
438,Starbucks,Iced Shaken Espresso,100,19,1,2,3
439,Starbucks,Iced Caffè Americano,15,3,1,0,3
440,Starbucks,Caffè Latte,190,19,13,7,3
441,Starbucks,Pumpkin Spice Latte,380,52,14,14,3
442,Starbucks,Caffè Americano,15,3,1,0,3
443,Starbucks,Caramel Macchiato,250,33,10,7,3
444,Starbucks,Featured Blonde Roast,5,0,1,0,3
445,Starbucks,Starbucks® Blonde Vanilla Latte,250,35,12,6,3
446,Starbucks,Cappuccino,120,12,8,4,3
447,Starbucks,Flat White,220,18,12,11,3
448,Starbucks,Featured Medium Roast Pike Place® Roast,5,0,1,0,3
449,Starbucks,Cinnamon Dolce Latte,260,41,10,6,3
450,Starbucks,Caffè Misto,110,12,6,4,3
451,Starbucks,Espresso Macchiato,15,2,1,1,3
452,Starbucks,White Chocolate Mocha,430,53,15,18,3
453,Starbucks,Featured Dark Roast,5,0,1,0,3
454,Starbucks,Caffè Mocha,360,52,13,15,3
455,Starbucks,Caramel Brulée Latte,450,70,8,16,3
456,Starbucks,Chestnut Praline Latte,330,39,12,14,3
457,Starbucks,Sugar Cookie Almondmilk Latte,150,28,3,3,3
458,Starbucks,Gingerbread Latte,250,35,8,6,3
459,Starbucks,Peppermint Mocha,440,63,13,15,3
460,Starbucks,Peppermint White Chocolate Mocha,440,63,13,18,3
461,Starbucks,Coffee Traveler - Veranda Blend®,5,0,1,0,3
462,Starbucks,Coffee Traveler - Dark Roast,5,0,1,0,3
463,Starbucks,Coffee Traveler - Pike Place® Roast,5,0,1,0,3
464,Starbucks,Chai Tea Latte,240,45,8,4,3
465,Starbucks,Matcha Tea Latte,240,34,12,7,3
466,Starbucks,Gingerbread Oatmilk Chai,270,51,4,6,3
467,Starbucks,Hot Chocolate,320,43,10,13,3
468,Starbucks,White Hot Chocolate,420,53,12,20,3
469,Starbucks,Steamed Apple Juice,300,70,0,0,3
470,Starbucks,Steamed Milk,130,13,9,4,3
471,Starbucks,Vanilla Crème,240,34,12,7,3
472,Starbucks,Pumpkin Spice Crème,310,52,11,8,3
473,Starbucks,Caramel Apple Spice,380,90,1,8,3
474,Starbucks,Peppermint Hot Chocolate,440,63,13,16,3
475,Starbucks,Peppermint White Hot Chocolate,440,62,12,16,3
476,Starbucks,Caramel Brulée Crème,360,52,11,13,3
477,Starbucks,Chestnut Praline Crème,320,43,12,14,3
478,Starbucks,Matcha Crème Frappuccino® Blended Beverage,420,65,6,15,3
479,Starbucks,Mocha Cookie Crumble Frappuccino®,480,72,6,20,3
480,Starbucks,Caramel Ribbon Crunch Frappuccino® Blended Beverage,420,67,4,15,3
481,Starbucks,Java Chip Frappuccino® Blended Beverage,470,72,7,18,3
482,Starbucks,Pumpkin Spice Crème Frappuccino® Blended Beverage,380,63,3,14,3
483,Starbucks,Caramel Frappuccino® Blended Beverage,380,67,3,13,3
484,Starbucks,Double Chocolaty Chip Crème Frappuccino® Blended Beverage,410,67,5,14,3
485,Starbucks,Mocha Frappuccino® Blended Beverage,370,56,5,15,3
486,Starbucks,Vanilla Bean Crème Frappuccino® Blended Crème,380,56,5,16,3
487,Starbucks,Coffee Frappuccino® Blended Beverage,230,50,3,2,3
488,Starbucks,Espresso Frappuccino® Blended Beverage,150,23,3,4,3
489,Starbucks,Caramel Ribbon Crunch Crème Frappuccino® Blended Beverage,420,67,4,15,3
490,Starbucks,Pumpkin Spice Frappuccino® Blended Beverage,380,65,4,14,3
491,Starbucks,White Chocolate Mocha Frappuccino® Blended Beverage,420,65,5,16,3
492,Starbucks,White Chocolate Crème Frappuccino® Blended Beverage,420,62,5,16,3
493,Starbucks,Caffè Vanilla Frappuccino® Blended Beverage,400,66,5,14,3
494,Starbucks,Caramel Brulée Frappuccino® Blended Beverage,420,67,4,14,3
495,Starbucks,Chestnut Praline Frappuccino® Blended Beverage,330,45,3,14,3
496,Starbucks,Peppermint Mocha Frappuccino® Blended Beverage,410,65,5,15,3
497,Starbucks,Peppermint White Chocolate Mocha Frappuccino® Blended Beverage,410,75,5,11,3
498,Starbucks,Sugar Cookie Almondmilk Frappuccino® Blended Beverage,220,43,3,4,3
499,Starbucks,Caramel Brulée Crème Frappuccino® Blended Beverage,300,56,3,9,3
500,Starbucks,Chestnut Praline Crème Frappuccino® Blended Beverage,330,51,4,12,3
501,Starbucks,Peppermint Mocha Crème Frappuccino® Blended Beverage,440,72,5,15,3
502,Starbucks,Peppermint White Chocolate Crème Frappuccino® Blended Beverage,410,66,5,14,3
503,Starbucks,Sugar Cookie Almondmilk Crème Frappuccino® Blended Beverage,430,65,4,18,3
504,Starbucks,Pumpkin Cream Cold Brew,250,31,3,12,3
505,Starbucks,Vanilla Sweet Cream Cold Brew,110,14,1,6,3
506,Starbucks,Iced Shaken Espresso,100,19,2,1,3
507,Starbucks,Iced Brown Sugar Oatmilk Shaken Espresso,120,20,2,3,3
508,Starbucks,Iced Starbucks® Blonde Vanilla Latte,190,28,6,5,3
509,Starbucks,Starbucks® Cold Brew Coffee,5,0,0,0,3
510,Starbucks,Iced Caffè Americano,15,3,1,0,3
511,Starbucks,Iced Pumpkin Spice Latte,380,52,14,14,3
512,Starbucks,Iced Toasted Vanilla Oatmilk Shaken Espresso,140,24,2,3,3
513,Starbucks,Iced Caffè Latte,130,13,6,7,3
514,Starbucks,Iced White Chocolate Mocha,420,55,6,18,3
515,Starbucks,Iced Caramel Macchiato,250,33,10,7,3
516,Starbucks,Salted Caramel Cream Cold Brew,230,31,2,12,3
517,Starbucks,Iced Apple Crisp Oatmilk Shaken Espresso,140,29,2,2,3
518,Starbucks,Iced Coffee,80,20,1,0,3
519,Starbucks,Chocolate Cream Cold Brew,250,31,3,14,3
520,Starbucks,Iced Cinnamon Dolce Latte,250,35,8,6,3
521,Starbucks,Iced Caffè Mocha,250,35,8,11,3
522,Starbucks,Iced Flat White,150,13,5,9,3
523,Starbucks,Iced Coffee with Milk,110,22,2,1,3
524,Starbucks,Starbucks® Cold Brew Coffee with Milk,25,3,1,1,3
525,Starbucks,Starbucks Reserve® Cold Brew,5,1,0,0,3
526,Starbucks,Iced Caramel Brulée Latte,450,70,8,16,3
527,Starbucks,Iced Chestnut Praline Latte,330,44,7,14,3
528,Starbucks,Iced Sugar Cookie Almondmilk Latte,150,28,2,3,3
529,Starbucks,Iced Gingerbread Latte,250,38,8,6,3
530,Starbucks,Iced Peppermint Mocha,250,33,4,11,3
531,Starbucks,Iced Peppermint White Chocolate Mocha,420,75,5,11,3
532,Starbucks,Iced Matcha Tea Latte,240,34,12,7,3
533,Starbucks,Iced Pumpkin Cream Chai Tea Latte,250,42,4,8,3
534,Starbucks,Iced Chai Tea Latte,240,45,4,4,3
535,Starbucks,Iced Black Tea,90,22,0,0,3
536,Starbucks,Iced Black Tea Lemonade,90,22,0,0,3
537,Starbucks,Iced Green Tea Lemonade,90,22,0,0,3
538,Starbucks,Iced Passion Tango® Tea,0,0,0,0,3
539,Starbucks,Iced Green Tea,0,0,0,0,3
540,Starbucks,Iced Passion Tango® Tea Lemonade,130,33,0,0,3
541,Starbucks,Iced Matcha Lemonade,120,30,2,0,3
542,Starbucks,Brew DR. Island Mango Kombucha,60,14,0,0,3
543,Starbucks,Brew DR. Superberry Kombucha,50,12,0,0,3
544,Starbucks,Iced Gingerbread Oatmilk Chai,270,51,4,6,3
545,Starbucks,Strawberry Açaí Starbucks Refreshers® Beverage,90,22,0,0,3
546,Starbucks,Strawberry Açaí Lemonade Starbucks Refreshers® Beverage,90,22,0,0,3
547,Starbucks,Pink Drink Starbucks Refreshers® Beverage,140,27,1,2.5,3
548,Starbucks,Ethos® Bottled Water,0,0,0,0,3
549,Starbucks,Dragon Drink® Starbucks Refreshers® Beverage,130,26,1,3,3
550,Starbucks,Mango Dragonfruit Lemonade Starbucks Refreshers® Beverage,140,33,1,0,3
551,Starbucks,Pineapple Passionfruit Lemonade Starbucks Refreshers® Beverage,140,35,1,0,3
552,Starbucks,Cold Milk,50,5,3,2,3
553,Starbucks,Blended Strawberry Lemonade,190,49,0,0,3
554,Starbucks,Paradise Drink Starbucks Refreshers® Beverage,140,33,1,2,3
555,Starbucks,Mango Dragonfruit Starbucks Refreshers® Beverage,90,21,0,0,3
556,Starbucks,Lemonade,120,28,0,0,3
557,Starbucks,Pineapple Passionfruit Starbucks Refreshers® Beverage,130,32,1,0,3
558,Starbucks,Horizon® Chocolate Organic Milk,150,18,8,8,3
559,Starbucks,Koia® Cacao Bean Protein Shake,190,18,18,7,3
560,Starbucks,Koia® Vanilla Bean Protein Shake,190,18,18,7,3
561,Starbucks,"Double-Smoked Bacon, Cheddar & Egg Sandwich",500,41,20,28,3
562,Starbucks,"Spinach, Feta & Egg White Wrap",290,33,20,10,3
563,Starbucks,"Bacon, Sausage & Egg Wrap",650,51,34,36,3
564,Starbucks,"Sausage, Cheddar & Egg Sandwich",480,36,19,28,3
565,Starbucks,"Bacon, Gouda & Egg Sandwich",360,33,19,18,3
566,Starbucks,"Turkey Bacon, Cheddar & Egg White Sandwich",230,28,18,6,3
567,Starbucks,Impossible™ Breakfast Sandwich,430,36,22,23,3
568,Starbucks,Egg White & Roasted Red Pepper Egg Bites,170,11,13,7,3
569,Starbucks,Kale & Mushroom Egg Bites,250,11,15,16,3
570,Starbucks,Avocado Spread,90,5,1,8,3
571,Starbucks,Chocolate Croissant,340,42,6,16,3
572,Starbucks,Butter Croissant,240,26,5,14,3
573,Starbucks,Cheese Danish,290,33,7,15,3
574,Starbucks,Plain Bagel,280,56,9,1.5,3
575,Starbucks,Birthday Cake Pop,170,23,2,8,3
576,Starbucks,Iced Lemon Loaf,470,69,6,20,3
577,Starbucks,Blueberry Muffin,360,52,6,14,3
578,Starbucks,Everything Bagel,290,56,11,2.5,3
579,Starbucks,Cookies & Cream Cake Pop,170,20,2,9,3
580,Starbucks,Glazed Doughnut,260,31,3,14,3
581,Starbucks,Double Chocolate Brownie,410,50,5,24,3
583,Starbucks,Chocolate Cake Pop,160,20,2,8,3
584,Starbucks,Banana Walnut & Pecan Loaf,490,61,6,26,3
585,Starbucks,Cinnamon Coffee Cake,390,44,5,21,3
586,Starbucks,Marshmallow Dream Bar,210,44,2,2.5,3
587,Starbucks,Petite Vanilla Bean Scone,120,18,2,4.5,3
588,Starbucks,Chocolate Chip Cookie,310,43,4,15,3
589,Starbucks,Blueberry Scone,380,58,6,15,3
590,Starbucks,Avocado Spread,90,5,1,8,3
591,Starbucks,Pumpkin & Pepita Loaf,410,63,6,15,3
592,Starbucks,Tomato & Mozzarella on Focaccia,380,44,15,18,3
593,Starbucks,Ham & Swiss on Baguette,490,55,28,18,3
594,Starbucks,Crispy Grilled Cheese on Sourdough,580,49,23,31,3
595,Starbucks,Avocado Spread,90,5,1,8,3
596,Starbucks,"Turkey, Provolone & Pesto on Ciabatta",580,56,36,24,3
597,Starbucks,Madeleines,130,17,2,7,3
598,Starbucks,String Cheese,80,1,6,6,3
599,Starbucks,Dark Chocolate Covered Espresso Beans,220,28,3,12,3
600,Starbucks,Vanilla Biscotti with Almonds,110,16,2,5,3
601,Starbucks,Perfect Bar® - Dark Chocolate Chip Peanut Butter,330,27,15,20,3
602,Starbucks,Avocado Spread,90,5,1,8,3
603,Starbucks,Salted Almond Chocolate Bites,220,20,5,15,3
604,Starbucks,Perfect Bar® Peanut Butter,330,26,17,20,3
605,Starbucks,Perfectly Salted Chips,150,15,2,9,3
606,Starbucks,Rolled & Steel-Cut Oatmeal,160,28,5,2.5,3
607,Kokoro,C1: Teriyaki Chicken,590,75,36,13,4
608,Kokoro,SA2: Steamed Pork Dumplings (12pc),720,82,36,28,4
609,Kokoro,F4: Honey Garlic Steak Fries,800,85,25,45,4
610,Kokoro,SA1: Bao Bun (6pc),600,80,24,20,4
611,Kokoro,S1: Dumpling Soup,350,40,15,15,4
612,Kokoro,SA4: Fried Pork Dumplings (12pc),770,60,24,45,4
613,Kokoro,F2: Shrimp and Crab Fries,750,65,20,45,4
614,Kokoro,VG1: Vegan Curry Tofu Ramen,550,85,25,10,4
615,Kokoro,C2: BBQ Beef,650,85,34,18,4
616,Kokoro,Cucumber Crab Salad,150,10,8,8,4
617,Kokoro,V2: Mushroom Ramen,550,85,15,15,4
618,Kokoro,VG2: Vegan Miso Tofu Ramen,450,65,18,12,4
619,Kokoro,Vietnamese Iced Coffee,180,30,2,4,4
620,Kokoro,RS5: Steak and Shrimp Bowl,650,85,25,20,4
621,Kokoro,A5: Crab and Shrimp Handrolls (2pc),200,28,8,6,4
622,Kokoro,V1: Creamy Sun Dried Tomato,700,50,20,45,4
623,Kokoro,F3: BBQ Pork Fries,950,95,35,50,4
624,Kokoro,SA6: Chicken Momo (12pc),300,35,20,8,4
625,Kokoro,C4: Chili Shrimp,450,50,25,15,4
626,Kokoro,C3: Sweet and Sour Pork,680,85,23,25,4
627,Kokoro,C1: Teriyaki Chicken,650,80,35,20,4
628,Kokoro,SA2: Steamed Pork Dumplings (12pc),340,32,24,12,4
629,Kokoro,SA1: Bao Bun (6pc),800,100,24,32,4
630,Kokoro,F4: Honey Garlic Steak Fries,1100,122,29,58,4
631,Kokoro,SA4: Fried Pork Dumplings (12pc),780,60,24,48,4
632,Kokoro,SA1: Bao Bun (6pc),500,70,20,18,4
633,Kokoro,SA4: Fried Pork Dumplings (12pc),770,60,24,45,4
634,Kokoro,SA2: Steamed Pork Dumplings (12pc),774,82,33,33,4
635,Kokoro,A5: Crab and Shrimp Handrolls (2pc),220,28,10,7,4
636,Kokoro,SA5: Avocado Toast (2pc),320,30,6,18,4
637,Kokoro,SA6: Chicken Momo (12pc),240,24,20,8,4
638,Kokoro,A1. Pork Gyoza,250,24,9,12,4
639,Kokoro,A3. Shrimp Tempura,190,22,4,10,4
640,Kokoro,A4. Japanese Cucumber,15,3,1,0,4
641,Kokoro,A12: Avocado Kokoro (2pc),150,8,6,11,4
642,Kokoro,A2. Veggie Gyoza,220,33,7,7,4
643,Kokoro,A6. Edamame,100,9,8,4,4
644,Kokoro,A7. Seaweed Salad,70,10,1,4,4
645,Kokoro,A8. Fried Chicken Wings,320,13,20,22,4
646,Kokoro,A9. Veggie Spring Roll,160,25,4,5,4
647,Kokoro,A10 Shrimp rolls with peanut sauce (3pc),200,22,8,8,4
648,Kokoro,Chicken Momo (12pc),900,80,60,30,4
649,Kokoro,E1: Philly Cheesesteak Egg Roll (1pc),200,24,9,8,4
650,Kokoro,E3: Buffalo Chicken Egg Roll (1pc),200,24,9,8,4
651,Kokoro,E4: Pizza Egg Roll (1pc),180,20,6,8,4
652,Kokoro,E2: Pork and Vegetable Egg Roll (1pc),200,24,7,8,4
653,Kokoro,E7: Shrimp Egg Roll (1pc),200,24,7,10,4
654,Kokoro,E5: Spinach and Cheese Egg Roll (1pc),100,10,6,5,4
655,Kokoro,E9: Vegetable Egg Roll (1pc),200,24,4,10,4
656,Kokoro,E8: Chicken with Vegetables Egg Roll (1pc),200,24,8,8,4
657,Kokoro,E9: Crab and Shrimp Egg Roll (1pc),220,24,7,10,4
658,Kokoro,E11: Texas BBQ Beef Egg Roll (1pc),250,24,13,11,4
659,Kokoro,F4: Honey Garlic Steak Fries,850,105,26,38,4
660,Kokoro,F2: Shrimp and Crab Fries,650,50,20,42,4
661,Kokoro,F3: BBQ Pork Fries,800,90,25,40,4
662,Kokoro,F1: Poutine Fries,950,98,14,55,4
663,Kokoro,R2. Spice Tantan,700,85,25,30,4
664,Kokoro,R4. Beef,600,78,25,20,4
665,Kokoro,RS2. Seafood,300,10,25,15,4
666,Kokoro,RS5: Steak and Shrimp Bowl,650,85,35,18,4
667,Kokoro,R1. Shoyu Tonkotsu,600,45,35,30,4
668,Kokoro,R5. Roasted Chicken,550,65,35,18,4
669,Kokoro,R6. Spicy Breaded Chicken,650,45,25,40,4
670,Kokoro,Steak Bowl,650,85,35,20,4
671,Kokoro,Shrimp and Bacon Bowl,650,75,25,25,4
672,Kokoro,V1: Creamy Sun Dried Tomato,400,30,18,25,4
673,Kokoro,V2: Mushroom Ramen,550,85,15,15,4
674,Kokoro,VG1: Vegan Curry Tofu Ramen,650,85,25,20,4
675,Kokoro,VG2: Vegan Miso Tofu Ramen,550,80,25,15,4
676,Kokoro,C1: Teriyaki Chicken,650,65,35,25,4
677,Kokoro,C2: BBQ Beef,650,85,30,20,4
678,Kokoro,C5: Vegan Sesame,600,85,15,20,4
679,Kokoro,C3: Sweet and Sour Pork,580,70,24,22,4
680,Kokoro,C4: Chili Shrimp,350,35,25,10,4
681,Kokoro,S1: Dumpling Soup,350,45,15,10,4
682,Kokoro,S2: Fish Ball Curry Soup,300,15,20,15,4
683,Kokoro,Ramen Salad (Vegan),400,60,12,14,4
684,Kokoro,Vietnamese Shredded Chicken Salad,230,20,20,7,4
685,Kokoro,Vegan Asian Salad,300,35,10,15,4
686,Kokoro,Cucumber Crab Salad,150,10,8,8,4
687,Kokoro,Iced Wild Strawberry Lemonade,120,31,0,0,4
688,Kokoro,Iced Mango Lemonade 20oz,200,51,0,0,4
689,Kokoro,Iced Wild Strawberry Mint Lemonade 20oz,120,31,0,0,4
690,Kokoro,Iced Passion Fruit Lemonade 20oz,160,41,0,0,4
691,Kokoro,Iced Wild Strawberry Mint Lemonade W/Energy Boost 20oz,250,62,0,0,4
692,Kokoro,Iced Passion Fruit Lemonade W/Energy Boost 20oz,120,31,0,0,4
693,Kokoro,Iced Strawberry Lemonade W/Energy Boost 20oz,120,31,0,0,4
694,Kokoro,Iced Mango Lemonade W/Energy Boost 20 oz,200,51,0,0,4
695,Kokoro,Iced Strawberry Lychee Green Tea 20oz,120,31,0,0,4
696,Kokoro,Iced Passion Fruit Green Tea 20oz,120,31,0,0,4
697,Kokoro,Iced Lychee Green Tea 20oz,120,31,0,0,4
698,Kokoro,Iced Mango Green Tea 20oz,120,31,0,0,4
699,Kokoro,Mint Iced Coffee 16oz,120,20,2,3,4
700,Kokoro,Mint Oat Milk Iced Coffee 16oz,180,32,4,4,4
701,Kokoro,Salted Carmel Oat Milk Iced Coffee 16oz,180,29,2,5,4
702,Kokoro,Iced Vanilla Latte Coffee 16oz,190,28,7,5,4
703,Kokoro,Sugar Free Caramel Cream,70,5,3,4,4
704,Kokoro,White chocolate,250,35,8,10,4
705,Kokoro,Vietnamese Frappé,180,18,4,10,4
706,Kokoro,Mocha Irish Cream Frappé,350,60,8,8,4
707,Kokoro,Caramel Frappé,450,75,7,14,4
708,Kokoro,Mint Irish Cream,210,25,6,8,4
709,Kokoro,Vietnamese,130,18,4,5,4
710,Kokoro,Salted Caramel Frappé,350,52,6,12,4
711,Kokoro,Sugar Free Caramel Cream Frappé,180,18,3,10,4
712,Kokoro,Caramel,180,25,5,7,4
713,Kokoro,Salted Carmel,200,35,5,4,4
714,Kokoro,Sugar Free Vanilla Cream,120,10,2,8,4
715,Kokoro,Mint Caramel,180,25,2,7,4
716,Kokoro,Mocha Frappé,250,45,5,6,4
717,Kokoro,Sugar Free Vanilla Cream Frappé,120,11,3,7,4
718,Kokoro,Mint Caramel Frappé,250,45,4,6,4
719,Kokoro,White Chocolate Frappé,410,60,8,14,4
720,Kokoro,Mint Irish Cream Frappé,450,75,8,12,4
721,Kokoro,Moca,140,20,5,5,4
722,Kokoro,Moca Irish Cream,210,25,7,8,4
723,Kokoro,Sugar Free Irish Cream,2,1,0,0,4
724,Kokoro,Sugar Free Irish Cream Frappé,180,24,3,8,4
725,Kokoro,Vietnamese Iced Coffee,180,30,2,4,4
726,Kokoro,Mocha Irish Cream Iced Coffee,210,33,3,7,4
727,Kokoro,Sugar Free Vanilla Cream Caramel Iced Coffee,120,22,1,3,4
728,Kokoro,Mocha Iced Coffee,180,30,4,4,4
729,Kokoro,Sugar Free Caramel Cream Iced Coffee,160,2,1,3,4
730,Kokoro,White Chocolate Iced Coffee,250,35,4,10,4
731,Kokoro,Mint Caramel Iced Coffee,180,28,4,5,4
732,Kokoro,Salted Caramel Iced Coffee,180,31,4,5,4
733,Kokoro,Caramel Iced Coffee,180,30,3,4,4
734,Kokoro,Vietnamese Milk Boba Tea,350,75,1,5,4
735,Kokoro,Strawberry Milk Boba,250,55,2,3,4
736,Kokoro,Sugar Free Boba,100,25,0,0,4
737,Kokoro,Ube Milk Boba Tea,250,60,2,1,4
738,Kokoro,Chocolate Milk Boba,440,88,5,10,4
739,Kokoro,Matcha Milk Boba Green Tea,250,60,2,3,4
740,Bradley's Cheesesteaks & Hoagies,Cheesesteak,800,55,45,40,5
741,Bradley's Cheesesteaks & Hoagies,Mozzarella Sticks (5),800,35,25,55,5
742,Bradley's Cheesesteaks & Hoagies,Deep Fried Oreos,890,105,8,48,5
743,Bradley's Cheesesteaks & Hoagies,Buffalo Chicken Cheesesteak,850,58,55,42,5
